"EID,key,direction,time"
"0,Key.tab,0,1650560421016293000
","1,Key.cmd,1,1650560421132529000
","2,Key.tab,1,1650560421136115000
","3,Key.ctrl,0,1650560422500259000
","4,'t',0,1650560422696120000
","5,'t',1,1650560422790553000
","6,Key.ctrl,1,1650560422848229000
","7,Key.fn,1,1650560423346915000
","8,Key.fn,1,1650560423755327000
","9,Key.fn,0,1650560423756276000
","10,Key.fn,1,1650560423757201000
","11,Key.cmd,0,1650560424028934000
","12,'t',0,1650560424148982000
","13,'t',1,1650560424251459000
","14,Key.cmd,1,1650560424255808000
","15,Key.shift,0,1650560425302505000
","16,'T',0,1650560425438332000
","17,Key.shift,1,1650560425485600000
","18,'t',1,1650560425516927000
","19,'w',0,1650560425638121000
","20,'w',1,1650560425737850000
","21,'i',0,1650560425790715000
","22,'i',1,1650560425854874000
","23,'t',0,1650560426060963000
","24,'t',1,1650560426103745000
","25,'t',0,1650560426188752000
","26,'t',1,1650560426252967000
","27,'e',0,1650560426277268000
","28,'e',1,1650560426370397000
","29,'r',0,1650560426390710000
","30,'r',1,1650560426458617000
","31,'l',0,1650560426738716000
","32,'l',1,1650560426818608000
","33,Key.backspace,0,1650560427105961000
","34,Key.backspace,1,1650560427242492000
","35,'.',0,1650560427853956000
","36,'.',1,1650560427927537000
","37,'c',0,1650560427971884000
"
