"EID,key,direction,time"
"1515,Key.cmd,0,1651261424322460000
","1516,Key.tab,0,1651261425631137000
","1517,Key.cmd,1,1651261425783118000
","1518,Key.tab,1,1651261425954332000
","1519,'f',0,1651261428626650000
","1520,'f',1,1651261428687017000
","1521,'a',0,1651261428737821000
","1522,'a',1,1651261428802478000
","1523,'c',0,1651261428844646000
","1524,'c',1,1651261428905128000
","1525,'e',0,1651261429081165000
","1526,'e',1,1651261429144376000
","1527,'b',0,1651261429228274000
","1528,'b',1,1651261429287517000
","1529,'o',0,1651261429538103000
","1530,'o',1,1651261429605381000
","1531,'o',0,1651261429691810000
","1532,'o',1,1651261429759284000
","1533,'k',0,1651261429886170000
","1534,'k',1,1651261429953286000
","1535,Key.enter,0,1651261430288906000
","1536,Key.enter,1,1651261430363960000
","1537,'c',0,1651261443767776000
","1538,'c',1,1651261443851920000
","1539,'o',0,1651261443953680000
","1540,'o',1,1651261444034085000
","1541,'a',0,1651261444547682000
","1542,'a',1,1651261444616014000
","1543,'h',0,1651261444746814000
","1544,'h',1,1651261444814609000
","1545,Key.backspace,0,1651261445653714000
","1546,Key.backspace,1,1651261445720616000
","1547,'c',0,1651261445952672000
","1548,'c',1,1651261446008972000
","1549,'h',0,1651261446094339000
","1550,'h',1,1651261446154139000
","1551,Key.space,0,1651261446283598000
","1552,Key.space,1,1651261446387793000
","1553,'k',0,1651261446803691000
","1554,'k',1,1651261446859969000
","1555,'e',0,1651261446971640000
","1556,'e',1,1651261447043071000
","1557,'n',0,1651261447081694000
","1558,'n',1,1651261447142151000
","1559,Key.space,0,1651261447278552000
","1560,Key.space,1,1651261447347903000
","1561,'c',0,1651261447571644000
","1562,'c',1,1651261447639809000
","1563,'a',0,1651261447727248000
","1564,'a',1,1651261447803871000
","1565,'r',0,1651261447853633000
","1566,'r',1,1651261447914832000
","1567,'t',0,1651261448020597000
","1568,'t',1,1651261448093028000
","1569,'e',0,1651261448192728000
","1570,'r',0,1651261448315918000
","1571,'e',1,1651261448392706000
","1572,'r',1,1651261448465041000
","1573,Key.space,0,1651261448495607000
","1574,Key.space,1,1651261448578540000
","1575,'g',0,1651261449051447000
","1576,'g',1,1651261449120655000
","1577,'o',0,1651261449157314000
","1578,'o',1,1651261449229583000
","1579,'t',0,1651261449286805000
","1580,'t',1,1651261449361664000
","1581,Key.space,0,1651261449408620000
","1582,Key.space,1,1651261449508813000
","1583,'m',0,1651261449620484000
","1584,'m',1,1651261449696592000
","1585,'e',0,1651261449736544000
","1586,'e',1,1651261449817071000
","1587,Key.space,0,1651261449871555000
","1588,Key.space,1,1651261449959814000
","1589,'f',0,1651261450449573000
","1590,'f',1,1651261450545549000
","1591,'e',0,1651261450680665000
","1592,'e',1,1651261450740925000
","1593,'e',0,1651261450839435000
","1594,'e',1,1651261450903940000
","1595,'l',0,1651261450951981000
","1596,'l',1,1651261451019824000
","1597,'i',0,1651261451123445000
","1598,'i',1,1651261451171142000
","1599,'n',0,1651261451269313000
","1600,'n',1,1651261451365973000
","1601,Key.space,0,1651261452382361000
","1602,Key.space,1,1651261452470880000
","1603,'a',0,1651261452519583000
","1604,'a',1,1651261452587960000
","1605,'l',0,1651261452682691000
","1606,'l',1,1651261452747234000
","1607,'l',0,1651261452839459000
","1608,'l',1,1651261452903625000
","1609,Key.space,0,1651261453029114000
","1610,Key.space,1,1651261453101793000
","1611,'m',0,1651261453223344000
","1612,'m',1,1651261453307694000
","1613,'o',0,1651261453385520000
","1614,'o',1,1651261453485575000
","1615,'t',0,1651261453532257000
","1616,'t',1,1651261453592710000
","1617,'i',0,1651261453642552000
","1618,'i',1,1651261453694469000
","1619,'v',0,1651261453871441000
","1620,'v',1,1651261453944101000
","1621,'a',0,1651261454023456000
","1622,'a',1,1651261454103810000
","1623,'t',0,1651261454149409000
","1624,'t',1,1651261454214614000
","1625,'e',0,1651261454278096000
","1626,'e',1,1651261454430324000
","1627,Key.space,0,1651261454514363000
","1628,Key.space,1,1651261454614790000
","1629,Key.backspace,0,1651261455122423000
","1630,Key.backspace,1,1651261455170135000
","1631,'d',0,1651261456109491000
","1632,'d',1,1651261456161584000
","1633,Key.space,0,1651261457988332000
","1634,Key.space,1,1651261458036379000
","1635,'s',0,1651261459327407000
","1636,'s',1,1651261459391666000
","1637,Key.backspace,0,1651261459879310000
","1638,Key.backspace,1,1651261459939592000
","1639,'s',0,1651261462094248000
","1640,'s',1,1651261462166705000
","1641,'h',0,1651261462218151000
","1642,'h',1,1651261462281320000
","1643,'i',0,1651261462423403000
","1644,'i',1,1651261462499751000
","1645,'i',0,1651261462571211000
","1646,'i',1,1651261462651324000
","1647,'i',0,1651261462725760000
","1648,'i',1,1651261462760652000
","1649,Key.cmd,0,1651261467757994000
","1650,Key.tab,0,1651261469810109000
","1651,Key.cmd,1,1651261469890095000
","1652,Key.tab,1,1651261470041133000
","1653,Key.ctrl,0,1651261473667150000
","1654,'c',0,1651261473994954000
"
