"EID,key,direction,time"
"987,Key.cmd,0,1651261477099391000
","988,Key.tab,0,1651261477423821000
","989,Key.cmd,1,1651261477506863000
","990,Key.tab,1,1651261477602657000
","991,'i',0,1651261479866631000
","992,'i',1,1651261479919102000
","993,'n',0,1651261480028357000
","994,'n',1,1651261480107771000
","995,'s',0,1651261480230432000
","996,'s',1,1651261480294855000
","997,'t',0,1651261480354737000
","998,'t',1,1651261480407272000
","999,'a',0,1651261480509715000
","1000,'a',1,1651261480565453000
","1001,'g',0,1651261480620140000
","1002,'g',1,1651261480687794000
","1003,Key.enter,0,1651261481370635000
","1004,Key.enter,1,1651261481425794000
","1005,'y',0,1651261501810236000
","1006,'y',1,1651261501881341000
","1007,'o',0,1651261501904052000
","1008,'o',1,1651261501984376000
","1009,']',0,1651261503070275000
","1010,']',1,1651261503101395000
","1011,Key.backspace,0,1651261503535251000
","1012,Key.backspace,1,1651261503583265000
","1013,Key.backspace,0,1651261503668865000
","1014,Key.backspace,1,1651261503733349000
","1015,Key.backspace,0,1651261504161347000
","1016,Key.backspace,1,1651261504227850000
","1017,'c',0,1651261506995318000
","1018,'c',1,1651261507112363000
","1019,'o',0,1651261507148959000
","1020,'o',1,1651261507229485000
","1021,'a',0,1651261508011184000
","1022,'a',1,1651261508115227000
","1023,'c',0,1651261508746233000
","1024,'c',1,1651261508850239000
","1025,'h',0,1651261508915910000
","1026,'h',1,1651261509020283000
","1027,Key.space,0,1651261509526116000
","1028,Key.space,1,1651261509662514000
","1029,'k',0,1651261509805184000
","1030,'k',1,1651261509914104000
","1031,'e',0,1651261509956952000
","1032,'e',1,1651261510049442000
","1033,'n',0,1651261510131113000
","1034,'n',1,1651261510179420000
","1035,Key.space,0,1651261510353128000
","1036,Key.space,1,1651261510461270000
","1037,'c',0,1651261510789055000
","1038,'c',1,1651261510849542000
","1039,'a',0,1651261510930926000
","1040,'a',1,1651261511031379000
","1041,'r',0,1651261511061973000
","1042,'r',1,1651261511127321000
","1043,'t',0,1651261511235150000
","1044,'t',1,1651261511319209000
","1045,'e',0,1651261511378159000
","1046,'r',0,1651261511521754000
","1047,'e',1,1651261511573870000
","1048,'r',1,1651261511641477000
","1049,Key.space,0,1651261511653044000
","1050,Key.space,1,1651261511770179000
","1051,'t',0,1651261512138020000
","1052,'t',1,1651261512217785000
","1053,'h',0,1651261512233573000
","1054,'h',1,1651261512320757000
","1055,'e',0,1651261512465908000
","1056,'e',1,1651261512526323000
","1057,Key.space,0,1651261512589662000
","1058,Key.space,1,1651261512682345000
","1059,'o',0,1651261512805933000
","1060,'o',1,1651261512902294000
","1061,'n',0,1651261513022957000
","1062,'n',1,1651261513099468000
","1063,'l',0,1651261513212965000
","1064,'l',1,1651261513324076000
","1065,'y',0,1651261513470117000
","1066,'y',1,1651261513542228000
","1067,Key.space,0,1651261513596236000
","1068,Key.space,1,1651261513702960000
","1069,'t',0,1651261513780804000
","1070,'t',1,1651261513869538000
","1071,'h',0,1651261513921878000
","1072,'h',1,1651261514002106000
","1073,'i',0,1651261514122417000
","1074,'i',1,1651261514194389000
","1075,'n',0,1651261514332901000
","1076,'n',1,1651261514429301000
","1077,'g',0,1651261514511745000
","1078,'g',1,1651261514604103000
","1079,Key.space,0,1651261514710902000
","1080,Key.space,1,1651261514802958000
","1081,'g',0,1651261519837136000
","1082,'g',1,1651261519910959000
","1083,'e',0,1651261520117551000
","1084,'e',1,1651261520197727000
","1085,'t',0,1651261520426639000
","1086,'t',1,1651261520522843000
","1087,'t',0,1651261520599813000
","1088,'t',1,1651261520700736000
","1089,'i',0,1651261520762589000
","1090,'i',1,1651261520855190000
","1091,'n',0,1651261520956483000
","1092,'n',1,1651261521060979000
","1093,'g',0,1651261521093418000
","1094,'g',1,1651261521185880000
","1095,Key.space,0,1651261521248280000
","1096,Key.space,1,1651261521340756000
","1097,'m',0,1651261521585704000
","1098,'m',1,1651261521729117000
","1099,'e',0,1651261522071351000
","1100,'e',1,1651261522175759000
","1101,Key.space,0,1651261522218592000
","1102,Key.space,1,1651261522333040000
","1103,'t',0,1651261522473655000
","1104,'t',1,1651261522549979000
","1105,'o',0,1651261522648432000
","1106,'o',1,1651261522736884000
","1107,Key.space,0,1651261522842517000
","1108,Key.space,1,1651261522931375000
","1109,'g',0,1651261523336651000
","1110,'g',1,1651261523440667000
","1111,'o',0,1651261523444463000
","1112,'o',1,1651261523528597000
","1113,Key.space,0,1651261523632397000
","1114,Key.space,1,1651261523760836000
","1115,'t',0,1651261523803533000
","1116,'t',1,1651261523891665000
","1117,'o',0,1651261523910513000
","1118,'o',1,1651261523994711000
","1119,Key.space,0,1651261524078218000
","1120,Key.space,1,1651261524198744000
","1121,'c',0,1651261524462800000
","1122,'c',1,1651261524590897000
","1123,'l',0,1651261524672400000
","1124,'l',1,1651261524780707000
","1125,'a',0,1651261524857602000
","1126,'a',1,1651261524929630000
","1127,'s',0,1651261525088612000
","1128,'s',1,1651261525176921000
","1129,'s',0,1651261525259556000
","1130,'s',1,1651261525367618000
","1131,Key.space,0,1651261525478477000
","1132,Key.space,1,1651261525586733000
","1133,'r',0,1651261525682377000
","1134,'r',1,1651261525746730000
","1135,'n',0,1651261525775422000
","1136,'n',1,1651261525863576000
","1137,Key.space,0,1651261525941427000
","1138,Key.space,1,1651261526049637000
","1139,'f',0,1651261526126563000
","1140,'f',1,1651261526186808000
","1141,'e',0,1651261526395655000
","1142,'e',1,1651261526447684000
","1143,'e',0,1651261526544505000
","1144,'e',1,1651261526615881000
","1145,'l',0,1651261526639909000
","1146,'l',1,1651261526744559000
","1147,Key.space,0,1651261526863544000
","1148,Key.space,1,1651261526980158000
","1149,Key.backspace,0,1651261527528310000
","1150,Key.backspace,1,1651261527592503000
","1151,Key.backspace,0,1651261527681193000
","1152,Key.backspace,1,1651261527748766000
","1153,Key.backspace,0,1651261527865254000
","1154,Key.backspace,1,1651261527913469000
","1155,Key.backspace,0,1651261528039028000
","1156,Key.backspace,1,1651261528102776000
","1157,Key.backspace,0,1651261528238487000
","1158,Key.backspace,1,1651261528295657000
","1159,'f',0,1651261528868996000
","1160,'r',0,1651261528965406000
","1161,'f',1,1651261529049479000
","1162,'r',1,1651261529109869000
","1163,Key.space,0,1651261529162252000
","1164,Key.space,1,1651261529282872000
","1165,Key.cmd,0,1651261537706386000
","1166,Key.tab,0,1651261538026179000
","1167,Key.cmd,1,1651261538114136000
","1168,Key.tab,1,1651261538238041000
","1169,Key.ctrl,0,1651261540027416000
","1170,'c',0,1651261540356041000
"
