1927,Key.cmd,0,1651854871098481000
1928,Key.tab,0,1651854871269610000
1929,Key.tab,1,1651854871416793000
1930,Key.cmd,1,1651854871441119000
1931,<0>,1,1651854871695992000
1932,'f',0,1651854874214953000
1933,'f',1,1651854874317629000
1934,Key.enter,0,1651854875220511000
1935,Key.enter,1,1651854875291866000
1936,Key.caps_lock,0,1651854885630671000
1937,Key.caps_lock,1,1651854885631074000
1938,'B',0,1651854889673853000
1939,'B',1,1651854889770116000
1940,Key.caps_lock,0,1651854889803507000
1941,Key.caps_lock,1,1651854889804120000
1942,'i',0,1651854890503946000
1943,'i',1,1651854890632360000
1944,'d',0,1651854891791919000
1945,'d',1,1651854891896014000
1946,'e',0,1651854891996694000
1947,'n',0,1651854892112643000
1948,'e',1,1651854892116702000
1949,'n',1,1651854892277075000
1950,Key.space,0,1651854892293679000
1951,Key.space,1,1651854892381614000
1952,'h',0,1651854893743860000
1953,'h',1,1651854893855945000
1954,'a',0,1651854893932641000
1955,'a',1,1651854894060883000
1956,Key.backspace,0,1651854895998778000
1957,Key.backspace,1,1651854896090983000
1958,'a',0,1651854896671579000
1959,'a',1,1651854896799918000
1960,'s',0,1651854896849428000
1961,Key.space,0,1651854896965542000
1962,'s',1,1651854896996578000
1963,Key.space,1,1651854897077700000
1964,'s',0,1651854897141498000
1965,'s',1,1651854897281735000
1966,Key.space,0,1651854897305256000
1967,Key.space,1,1651854897405599000
1968,Key.backspace,0,1651854897831346000
1969,Key.backspace,1,1651854897920625000
1970,Key.backspace,0,1651854897991466000
1971,Key.backspace,1,1651854898115731000
1972,'a',0,1651854898244489000
1973,Key.space,0,1651854898308468000
1974,'a',1,1651854898351228000
1975,Key.space,1,1651854898440609000
1976,'s',0,1651854898635660000
1977,'s',1,1651854898746620000
1978,'t',0,1651854898891561000
1979,'t',1,1651854899011485000
1980,'r',0,1651854899027713000
1981,'o',0,1651854899203610000
1982,'r',1,1651854899210984000
1983,'n',0,1651854899311587000
1984,'o',1,1651854899399233000
1985,'g',0,1651854899467607000
1986,'n',1,1651854899474994000
1987,'g',1,1651854899566769000
1988,Key.space,0,1651854899591398000
1989,Key.space,1,1651854899687745000
1990,'o',0,1651854902124407000
1991,'p',0,1651854902232194000
1992,'o',1,1651854902332414000
1993,'p',1,1651854902372581000
1994,'i',0,1651854902525357000
1995,'i',1,1651854902673712000
1996,'n',0,1651854902739365000
1997,'n',1,1651854902848028000
1998,'i',0,1651854902932339000
1999,'o',0,1651854903008226000
2000,'n',0,1651854903148420000
2001,'i',1,1651854903159476000
2002,'o',1,1651854903190968000
2003,'n',1,1651854903236224000
2004,Key.space,0,1651854903237340000
2005,Key.space,1,1651854903364597000
2006,'a',0,1651854903555039000
2007,'a',1,1651854903647470000
2008,'g',0,1651854903766460000
2009,'a',0,1651854903897856000
2010,'g',1,1651854903898529000
2011,'i',0,1651854904007374000
2012,'a',1,1651854904064474000
2013,'n',0,1651854904115117000
2014,'i',1,1651854904198866000
2015,'n',1,1651854904239214000
2016,'t',0,1651854904243399000
2017,'t',1,1651854904343500000
2018,Key.backspace,0,1651854904593551000
2019,'s',0,1651854904653692000
2020,Key.backspace,1,1651854904688788000
2021,'s',1,1651854904786530000
2022,'t',0,1651854904871240000
2023,'t',1,1651854905007219000
2024,Key.space,0,1651854905008596000
2025,Key.space,1,1651854905111274000
2026,Key.caps_lock,0,1651854905867296000
2027,Key.caps_lock,1,1651854905867819000
2028,'P',0,1651854905944295000
2029,Key.caps_lock,0,1651854906017391000
2030,Key.caps_lock,1,1651854906017892000
2031,'p',1,1651854906088046000
2032,'u',0,1651854906246741000
2033,'u',1,1651854906343668000
2034,'t',0,1651854906369747000
2035,'t',1,1651854906473922000
2036,'i',0,1651854906477701000
2037,'n',0,1651854906622245000
2038,'i',1,1651854906681810000
2039,Key.space,0,1651854906758061000
2040,'n',1,1651854906765726000
2041,'a',0,1651854906769395000
2042,Key.space,1,1651854906832622000
2043,'a',1,1651854906894173000
2044,'n',0,1651854906905512000
2045,'n',1,1651854907006349000
2046,'d',0,1651854907020187000
2047,Key.space,0,1651854907100213000
2048,'d',1,1651854907163768000
2049,Key.space,1,1651854907183600000
2050,Key.caps_lock,0,1651854907404974000
2051,Key.caps_lock,1,1651854907409220000
2052,'R',0,1651854907518150000
2053,Key.caps_lock,0,1651854907686064000
2054,Key.caps_lock,1,1651854907686496000
2055,'r',1,1651854907692832000
2056,'u',0,1651854907854187000
2057,'u',1,1651854907974241000
2058,'s',0,1651854908052000000
2059,'s',1,1651854908144108000
2060,'s',0,1651854908229812000
2061,'s',1,1651854908345395000
2062,'i',0,1651854908418664000
2063,'a',0,1651854908523104000
2064,'i',1,1651854908530365000
2065,'a',1,1651854908643568000
2066,Key.space,0,1651854908670278000
2067,Key.space,1,1651854908746260000
2068,'.',0,1651854909381106000
2069,'.',1,1651854909464440000
2070,Key.space,0,1651854909589856000
2071,Key.space,1,1651854909682253000
2072,'h',0,1651854910233003000
2073,'h',1,1651854910369587000
2074,Key.backspace,0,1651854910719776000
2075,Key.backspace,1,1651854910804138000
2076,Key.backspace,0,1651854911375857000
2077,Key.backspace,1,1651854911448506000
2078,Key.backspace,0,1651854911560033000
2079,Key.backspace,1,1651854911716604000
2080,Key.backspace,0,1651854912243292000
2081,Key.backspace,1,1651854912371073000
2082,'.',0,1651854912787944000
2083,'.',1,1651854912896020000
2084,Key.space,0,1651854913004671000
2085,Key.space,1,1651854913112331000
2086,Key.caps_lock,0,1651854913349706000
2087,Key.caps_lock,1,1651854913350262000
2088,'H',0,1651854913446814000
2089,Key.caps_lock,0,1651854913586406000
2090,Key.caps_lock,1,1651854913586972000
2091,'h',1,1651854913587579000
2092,'e',0,1651854913843102000
2093,Key.space,0,1651854913974743000
2094,'e',1,1651854913979242000
2095,Key.space,1,1651854914131519000
2096,Key.backspace,0,1651854916361629000
2097,Key.backspace,1,1651854916506542000
2098,Key.backspace,0,1651854916609690000
2099,Key.backspace,1,1651854916712937000
2100,Key.backspace,0,1651854917012661000
2101,Key.backspace,1,1651854917116796000
2102,Key.caps_lock,0,1651854921790242000
2103,Key.caps_lock,1,1651854921790925000
2104,'I',0,1651854921791722000
2105,Key.space,0,1651854921919285000
2106,Key.caps_lock,0,1651854921953248000
2107,Key.caps_lock,1,1651854921954105000
2108,'i',1,1651854922010961000
2109,Key.space,1,1651854922067263000
2110,'t',0,1651854923197062000
2111,'h',0,1651854923297121000
2112,'t',1,1651854923323866000
2113,'i',0,1651854923401046000
2114,'h',1,1651854923445205000
2115,'i',1,1651854923512912000
2116,'n',0,1651854923617021000
2117,'n',1,1651854923737517000
2118,'k',0,1651854923777162000
2119,Key.space,0,1651854923957093000
2120,'k',1,1651854923972174000
2121,Key.space,1,1651854924053350000
2122,'h',0,1651854924256024000
2123,'h',1,1651854924372743000
2124,'e',0,1651854924431679000
2125,Key.space,0,1651854924527779000
2126,'e',1,1651854924546744000
2127,Key.space,1,1651854924632303000
2128,'u',0,1651854924894897000
2129,'u',1,1651854925016628000
2130,'s',0,1651854925050180000
2131,'e',0,1651854925150192000
2132,'s',1,1651854925213848000
2133,'e',1,1651854925338408000
