EID ,key ,direction ,time
0,Key.cmd,1,1655822268713152000
1,Key.cmd,0,1655822269103717000
2,Key.tab,0,1655822269351017000
3,Key.tab,1,1655822269419560000
4,Key.cmd,1,1655822269423332000
5,'t',0,1655822272229594000
6,'t',1,1655822272286202000
7,'w',0,1655822272322378000
8,'w',1,1655822272419366000
9,'i',0,1655822272453540000
10,'i',1,1655822272542423000
11,'t',0,1655822272564024000
12,'t',1,1655822272616712000
13,'t',0,1655822272702712000
14,'t',1,1655822272785860000
15,'e',0,1655822272827472000
16,'r',0,1655822272904336000
17,'e',1,1655822272961860000
18,'.',0,1655822272988393000
19,'r',1,1655822272996520000
20,'.',1,1655822273053121000
21,'c',0,1655822273184376000
22,'c',1,1655822273282408000
23,Key.enter,0,1655822273442657000
24,Key.enter,1,1655822273505620000
25,Key.cmd,0,1655822283181522000
26,'`',0,1655822283325769000
27,'`',1,1655822283424063000
28,Key.cmd,1,1655822283469959000
29,Key.cmd,0,1655822284306325000
30,Key.cmd,1,1655822284690558000
31,Key.cmd,0,1655822286727574000
32,Key.tab,0,1655822286971048000
33,Key.tab,1,1655822287035038000
34,Key.cmd,1,1655822287079239000
35,Key.cmd,0,1655822287877574000
36,Key.tab,0,1655822288071077000
37,Key.tab,1,1655822288154914000
38,Key.cmd,1,1655822288187405000
39,Key.cmd,0,1655822288457847000
40,'`',0,1655822288603115000
41,'`',1,1655822288689701000
42,Key.cmd,1,1655822288702102000
43,'f',0,1655822289669029000
44,'f',1,1655822289749326000
45,'p',0,1655822289811153000
46,'p',1,1655822289888523000
47,'d',0,1655822289930440000
48,'d',1,1655822290021917000
49,'1',0,1655822290167436000
50,'1',1,1655822290248551000
51,Key.shift,0,1655822290562271000
52,Key.shift,1,1655822291143280000
53,'s',0,1655822291427966000
54,'s',1,1655822291500584000
55,'o',0,1655822291534419000
56,'o',1,1655822291602354000
57,'c',0,1655822291625742000
58,'c',1,1655822291733968000
59,'i',0,1655822291737998000
60,'i',1,1655822291782016000
61,'a',0,1655822291857285000
62,'l',0,1655822291940868000
63,'a',1,1655822291945178000
64,'l',1,1655822292053361000
65,Key.shift,0,1655822292447193000
66,'@',0,1655822292835041000
67,Key.shift,1,1655822292946723000
68,'2',1,1655822292962537000
69,'g',0,1655822293082356000
70,'g',1,1655822293161919000
71,'m',0,1655822293302712000
72,'m',1,1655822293355314000
73,'a',0,1655822293390886000
74,'a',1,1655822293470057000
75,'i',0,1655822293481963000
76,'i',1,1655822293583005000
77,'l',0,1655822293769350000
78,'l',1,1655822293850132000
79,'.',0,1655822294118254000
80,'.',1,1655822294222183000
81,'c',0,1655822294238962000
82,'c',1,1655822294320105000
83,'o',0,1655822294336998000
84,'o',1,1655822294389058000
85,'m',0,1655822294487134000
86,'m',1,1655822294559960000
87,Key.enter,0,1655822294988840000
88,Key.enter,1,1655822295096224000
89,Key.cmd,0,1655822296873810000
90,'`',1,1655822297584538000
91,Key.cmd,1,1655822297608731000
92,Key.cmd,0,1655822298347886000
93,'`',0,1655822298403200000
94,Key.cmd,1,1655822298503065000
95,Key.shift,0,1655822298842899000
96,Key.shift,1,1655822299154633000
97,Key.shift,0,1655822300270853000
98,Key.shift,1,1655822300650745000
99,Key.shift,0,1655822311025398000
100,'A',0,1655822311293027000
101,Key.shift,1,1655822311400077000
102,'a',1,1655822311400677000
103,'f',0,1655822311404271000
104,'f',1,1655822311471700000
105,'t',0,1655822311517266000
106,'e',0,1655822311557591000
107,'t',1,1655822311604827000
108,'r',0,1655822311673637000
109,'e',1,1655822311769813000
110,'r',1,1655822311805562000
111,Key.space,0,1655822311825799000
112,'w',0,1655822311906613000
113,Key.space,1,1655822311917833000
114,'w',1,1655822312018090000
115,'a',0,1655822312021761000
116,'a',1,1655822312199190000
117,'t',0,1655822312964383000
118,'t',1,1655822313067304000
119,'c',0,1655822313208494000
120,'h',0,1655822313261295000
121,'c',1,1655822313334214000
122,'h',1,1655822313345485000
123,'i',0,1655822313363310000
124,'i',1,1655822313443533000
125,'n',0,1655822313499044000
126,'g',0,1655822313561856000
127,'n',1,1655822313581732000
128,'g',1,1655822313624288000
129,Key.space,0,1655822313629843000
130,'t',0,1655822313702702000
131,Key.space,1,1655822313703469000
132,'h',0,1655822313771454000
133,'t',1,1655822313801905000
134,'i',0,1655822313853838000
135,'h',1,1655822313865790000
136,'i',1,1655822313951971000
137,'s',0,1655822313962941000
138,Key.space,0,1655822314009808000
139,'s',1,1655822314029708000
140,Key.space,1,1655822314111523000
141,'l',0,1655822314276787000
142,'l',1,1655822314366871000
143,'i',0,1655822314452359000
144,'i',1,1655822314488182000
145,Key.backspace,0,1655822314696204000
146,Key.backspace,1,1655822314743182000
147,Key.backspace,0,1655822314943748000
148,Key.backspace,1,1655822315010381000
149,'c',0,1655822315085672000
150,'c',1,1655822315177150000
151,'l',0,1655822315191595000
152,'l',1,1655822315285747000
153,'i',0,1655822315358818000
154,'p',0,1655822315467398000
155,'i',1,1655822315498710000
156,'p',1,1655822315599814000
157,' ,',0,1655822315682314000
158,' ,',1,1655822315762709000
159,Key.space,0,1655822315912556000
160,Key.space,1,1655822316013231000
161,Key.shift,0,1655822316075347000
162,'I',0,1655822316152197000
163,Key.space,0,1655822316250640000
164,'I',1,1655822316270814000
165,Key.shift,1,1655822316282796000
166,Key.space,1,1655822316364055000
167,'f',0,1655822316391610000
168,'e',0,1655822316464896000
169,'f',1,1655822316500665000
170,'l',0,1655822316568730000
171,'e',1,1655822316580607000
172,'l',1,1655822316642322000
173,Key.space,0,1655822316945979000
174,Key.space,1,1655822317005343000
175,Key.backspace,0,1655822317225421000
176,Key.backspace,1,1655822317307824000
177,'t',0,1655822317325618000
178,'t',1,1655822317441985000
179,Key.space,0,1655822317487555000
180,Key.space,1,1655822317560217000
181,'s',0,1655822317595236000
182,'s',1,1655822317678996000
183,'o',0,1655822317702610000
184,'o',1,1655822317762600000
185,'m',0,1655822317827705000
186,'e',0,1655822317879202000
187,'m',1,1655822317907224000
188,'e',1,1655822317950908000
189,Key.cmd,0,1655822319987633000
190,'a',0,1655822320953894000
191,'a',1,1655822321041669000
192,Key.cmd,1,1655822321058795000
193,Key.cmd,0,1655822322108390000
194,Key.cmd,1,1655822322342001000
195,Key.backspace,0,1655822322541964000
196,Key.backspace,1,1655822322586807000
197,'i',0,1655822324031799000
198,'i',1,1655822324086487000
199,'n',0,1655822324152622000
200,'s',0,1655822324211709000
201,'n',1,1655822324251360000
202,'s',1,1655822324320916000
203,'t',0,1655822324415187000
204,'t',1,1655822324547569000
205,'a',0,1655822324575522000
206,'a',1,1655822324707710000
207,'g',0,1655822324767672000
208,'g',1,1655822324827360000
209,Key.enter,0,1655822325275345000
210,Key.enter,1,1655822325330516000
211,'f',0,1655822329971739000
212,'f',1,1655822330043862000
213,'p',0,1655822330114947000
214,'p',1,1655822330207402000
215,'d',0,1655822330258310000
216,'d',1,1655822330326894000
217,'1',0,1655822330756913000
218,'1',1,1655822330867380000
219,'s',0,1655822331320527000
220,'s',1,1655822331444971000
221,'o',0,1655822331459285000
222,'o',1,1655822331566072000
223,'c',0,1655822331650386000
224,'c',1,1655822331758748000
225,'i',0,1655822331896612000
226,'i',1,1655822331980745000
227,'a',0,1655822332136580000
228,'a',1,1655822332251159000
229,'l',0,1655822332325332000
230,'l',1,1655822332413684000
231,Key.shift,0,1655822333377034000
232,'@',0,1655822333901324000
233,'@',1,1655822333973268000
234,Key.shift,1,1655822333982665000
235,'g',0,1655822334113190000
236,'g',1,1655822334201724000
237,'m',0,1655822334389542000
238,'m',1,1655822334480119000
239,'a',0,1655822334532567000
240,'a',1,1655822334632089000
241,'i',0,1655822334636286000
242,'i',1,1655822334712504000
243,'l',0,1655822334846149000
244,'l',1,1655822334926547000
245,'.',0,1655822335074326000
246,'.',1,1655822335134623000
247,'c',0,1655822335180109000
248,'c',1,1655822335264447000
249,'o',0,1655822335266059000
250,'o',1,1655822335324710000
251,'m',0,1655822335428010000
252,'m',1,1655822335516962000
253,Key.tab,0,1655822335555162000
254,Key.tab,1,1655822335646298000
255,Key.shift,0,1655822336213675000
256,Key.shift,1,1655822336540526000
257,Key.shift,0,1655822337841409000
258,Key.shift,1,1655822338113578000
259,'y',0,1655822369483416000
260,'y',1,1655822369571009000
261,'o',0,1655822369743611000
262,'o',1,1655822369859931000
263,'r',0,1655822370111661000
264,'r',1,1655822370169864000
265,'k',0,1655822370181839000
266,'k',1,1655822370225909000
267,Key.enter,0,1655822374034736000
268,Key.enter,1,1655822374109968000
269,Key.shift,0,1655822380815283000
270,'A',0,1655822381156372000
271,'A',1,1655822381263421000
272,Key.shift,1,1655822381287140000
273,'f',0,1655822381352082000
274,'f',1,1655822381463565000
275,'t',0,1655822381572303000
276,'t',1,1655822381654911000
277,'e',0,1655822381694910000
278,'r',0,1655822381795530000
279,'r',1,1655822381859405000
280,'e',1,1655822381879723000
281,' ,',0,1655822381898120000
282,' ,',1,1655822381967365000
283,Key.backspace,0,1655822382259957000
284,Key.backspace,1,1655822382366656000
285,Key.space,0,1655822382398137000
286,'w',0,1655822382481957000
287,Key.space,1,1655822382501468000
288,'w',1,1655822382554241000
289,'a',0,1655822382622385000
290,'t',0,1655822382681262000
291,'a',1,1655822382705202000
292,'t',1,1655822382821991000
293,'c',0,1655822382858526000
294,'h',0,1655822382921796000
295,'c',1,1655822382941089000
296,'i',0,1655822383029891000
