P,Key.cmd,1651850754683590000
P,Key.tab,1651850754857371000
R,Key.tab,1651850754935058000
R,Key.cmd,1651850755019758000
R,<0>,1651850755281440000
P,Key.backspace,1651850759065221000
R,Key.backspace,1651850759139970000
P,'t',1651850759370044000
R,'t',1651850759429830000
P,'w',1651850759871929000
R,'w',1651850759992296000
P,'i',1651850760117201000
R,'i',1651850760187197000
P,'t',1651850760255156000
R,'t',1651850760322243000
P,'t',1651850760406830000
R,'t',1651850760477095000
P,'e',1651850760595958000
P,'r',1651850760711993000
R,'e',1651850760771199000
R,'r',1651850760824525000
P,"','",1651850761534093000
R,"','",1651850761573007000
P,Key.backspace,1651850762063043000
R,Key.backspace,1651850762150014000
P,'.',1651850762586053000
R,'.',1651850762686344000
P,'c',1651850762732990000
P,'o',1651850762812160000
R,'c',1651850762823710000
R,'o',1651850762868336000
P,'m',1651850762935985000
R,'m',1651850763027649000
P,Key.enter,1651850763385100000
R,Key.enter,1651850763468028000
P,'f',1651850779143747000
R,'f',1651850779207894000
P,'p',1651850780125809000
R,'p',1651850780193880000
P,'d',1651850780553695000
R,'d',1651850780637720000
P,'1',1651850781180988000
R,'1',1651850781284946000
P,'s',1651850781679391000
R,'s',1651850781783596000
P,'o',1651850781803348000
R,'o',1651850781879611000
P,'c',1651850781891679000
R,'c',1651850782011770000
P,'i',1651850782042953000
R,'i',1651850782108083000
P,'a',1651850782125548000
R,'a',1651850782245972000
P,'l',1651850782320602000
R,'l',1651850782408976000
P,Key.shift_r,1651850783138952000
P,'@',1651850783546645000
R,'@',1651850783629543000
R,Key.shift_r,1651850783707049000
P,'g',1651850784831603000
R,'g',1651850784903617000
P,'m',1651850784932555000
R,'m',1651850785016742000
P,'a',1651850785128716000
R,'a',1651850785240981000
P,'i',1651850785278797000
R,'i',1651850785358824000
P,'l',1651850785490502000
R,'l',1651850785598723000
P,'.',1651850786051771000
R,'.',1651850786127740000
P,'c',1651850786373591000
P,'o',1651850786457785000
R,'c',1651850786461614000
R,'o',1651850786518110000
P,'m',1651850786547602000
R,'m',1651850786707925000
P,Key.enter,1651850787964214000
R,Key.enter,1651850788050602000
P,Key.shift_r,1651850790548556000
R,Key.shift_r,1651850790875276000
P,Key.shift_r,1651850792461600000
R,Key.shift_r,1651850792845950000
R,Key.enter,1651850794771743000
P,Key.shift_r,1651850802812836000
P,'I',1651850802949481000
R,Key.shift_r,1651850803008133000
R,'i',1651850803040360000
P,Key.space,1651850803212397000
R,Key.space,1651850803300913000
P,'t',1651850803364468000
R,'t',1651850803452728000
P,'h',1651850803466513000
R,'h',1651850803547687000
P,'o',1651850803620447000
R,'o',1651850803749772000
P,'g',1651850803799353000
P,'u',1651850803851009000
R,'g',1651850803903297000
R,'u',1651850803923567000
P,'h',1651850804081712000
R,'h',1651850804157238000
P,'t',1651850804213153000
R,'t',1651850804299854000
P,Key.backspace,1651850804829457000
R,Key.backspace,1651850804900006000
P,Key.backspace,1651850804984734000
R,Key.backspace,1651850805048229000
P,Key.backspace,1651850805123327000
R,Key.backspace,1651850805191148000
P,Key.backspace,1651850805275395000
R,Key.backspace,1651850805326625000
P,'u',1651850805815533000
R,'u',1651850805883112000
P,'g',1651850805939279000
R,'g',1651850806015535000
P,'h',1651850806043316000
R,'h',1651850806119846000
P,'t',1651850806148683000
R,'t',1651850806225439000
P,Key.space,1651850806266563000
R,Key.space,1651850806362399000
P,'i',1651850806604448000
R,'i',1651850806692233000
P,'t',1651850806731144000
R,'t',1651850806812860000
P,Key.space,1651850806914302000
R,Key.space,1651850807022717000
P,'w',1651850807239187000
R,'w',1651850807371623000
P,'a',1651850807515396000
P,'s',1651850807599268000
R,'a',1651850807626002000
R,'s',1651850807739109000
P,Key.space,1651850807779393000
R,Key.space,1651850807903081000
P,'i',1651850808122184000
R,'i',1651850808187493000
P,'n',1651850808235286000
R,'n',1651850808335655000
P,'p',1651850808846453000
R,'p',1651850809010560000
P,'r',1651850809190397000
R,'r',1651850809246607000
P,Key.backspace,1651850809879333000
R,Key.backspace,1651850810007420000
P,Key.backspace,1651850810947234000
R,Key.backspace,1651850811150917000
P,'s',1651850811297138000
R,'s',1651850811409526000
P,'p',1651850811600600000
R,'p',1651850811705657000
P,'i',1651850811848030000
R,'i',1651850811923175000
P,'r',1651850811935934000
R,'r',1651850812013185000
P,'i',1651850812046130000
R,'i',1651850812148299000
P,'n',1651850812262844000
R,'n',1651850812374335000
P,'g',1651850812391260000
R,'g',1651850812476769000
P,Key.space,1651850812519781000
R,Key.space,1651850812619691000
P,'h',1651850812791433000
R,'h',1651850812858182000
P,'o',1651850812957444000
R,'o',1651850813073581000
P,'w',1651850813155251000
R,'w',1651850813235799000
P,Key.space,1651850813251470000
R,Key.space,1651850813354632000
P,'t',1651850813379536000
R,'t',1651850813447634000
P,'h',1651850813475252000
R,'h',1651850813546404000
P,'e',1651850813597483000
R,'e',1651850813682220000
P,Key.space,1651850813697276000
R,Key.space,1651850813824562000
P,'t',1651850814264617000
R,'t',1651850814337395000
P,'e',1651850814442337000
R,'e',1651850814545219000
P,'m',1651850815121257000
R,'m',1651850815256621000
P,Key.space,1651850815260187000
R,Key.space,1651850815364152000
P,'c',1651850815556929000
R,'c',1651850815649620000
P,'a',1651850815717270000
R,'a',1651850815832602000
P,'m',1651850815855187000
R,'m',1651850815964166000
P,'e',1651850815985670000
R,'e',1651850816079546000
P,Key.space,1651850816099479000
R,Key.space,1651850816212862000
P,'t',1651850816329679000
R,'t',1651850816367106000
P,'o',1651850816413026000
R,'o',1651850816523657000
P,'g',1651850817605213000
R,'g',1651850817693381000
P,'e',1651850817808402000
R,'e',1651850817895119000
P,'t',1651850817985090000
R,'t',1651850818081801000
P,'h',1651850818090317000
R,'h',1651850818166233000
P,'e',1651850818207260000
P,'r',1651850818312851000
R,'e',1651850818341710000
R,'r',1651850818413009000
P,Key.space,1651850818430732000
R,Key.space,1651850818543267000
P,'a',1651850818600098000
P,'n',1651850818704086000
R,'a',1651850818715241000
R,'n',1651850818802573000
P,'d',1651850818831116000
R,'d',1651850818931128000
P,Key.space,1651850818947253000
R,Key.space,1651850819043180000
P,'r',1651850819552127000
P,'e',1651850819631178000
R,'r',1651850819651178000
R,'e',1651850819764160000
P,'a',1651850819879331000
R,'a',1651850819990477000
P,'l',1651850820022494000
R,'l',1651850820139494000
P,'i',1651850820283154000
R,'i',1651850820359479000
P,'z',1651850820547184000
R,'z',1651850820650082000
P,'e',1651850820806153000
R,'e',1651850820898025000
P,'d',1651850821027297000
R,'d',1651850821139523000
P,Key.space,1651850821190147000
R,Key.space,1651850821290204000
P,'h',1651850825737050000
R,'h',1651850825813907000
P,'o',1651850825859724000
R,'o',1651850825984359000
P,'w',1651850826023118000
R,'w',1651850826119004000
P,Key.space,1651850826151958000
R,Key.space,1651850826240389000
P,'i',1651850826418902000
R,'i',1651850826479101000
P,'m',1651850826545308000
R,'m',1651850826648995000
P,'p',1651850826763677000
P,'o',1651850826851876000
R,'p',1651850826874742000
R,'o',1651850826947848000
P,'r',1651850826959755000
P,'t',1651850827076248000
R,'r',1651850827122887000
R,'t',1651850827202960000
P,'a',1651850827327022000
P,'n',1651850827422943000
R,'a',1651850827430570000
R,'n',1651850827491153000
P,'t',1651850827547885000
R,'t',1651850827630294000
P,Key.space,1651850827679675000
R,Key.space,1651850827750967000
P,'i',1651850828192957000
R,'i',1651850828269248000
P,'t',1651850828302762000
R,'t',1651850828386877000
P,Key.space,1651850828421886000
R,Key.space,1651850828546090000
P,'w',1651850828726233000
R,'w',1651850828842183000
P,'a',1651850829082870000
P,'s',1651850829207894000
R,'a',1651850829230657000
P,Key.space,1651850829331946000
R,'s',1651850829335898000
R,Key.space,1651850829455361000
P,'f',1651850829726934000
R,'f',1651850829831122000
P,'o',1651850829856892000
R,'o',1651850829960979000
P,'r',1651850829968238000
R,'r',1651850830052440000
P,Key.space,1651850830109133000
R,Key.space,1651850830201952000
P,'t',1651850830209242000
R,'t',1651850830297882000
P,'h',1651850830310428000
R,'h',1651850830378884000
P,'e',1651850830409965000
R,'e',1651850830506953000
