"EID,key,direction,time"
"1306,Key.cmd,0,1652196474859201000
","1307,Key.tab,0,1652196475000350000
","1308,Key.tab,1,1652196475132307000
","1309,Key.cmd,1,1652196475154674000
","1310,'i',0,1652196477146122000
","1311,'i',1,1652196477260550000
","1312,'n',0,1652196477354027000
","1313,'n',1,1652196477446212000
","1314,'s',0,1652196477477843000
","1315,'s',1,1652196477630226000
","1316,'t',0,1652196477664883000
","1317,'t',1,1652196477761270000
","1318,'a',0,1652196477822267000
","1319,'g',0,1652196477870942000
","1320,'a',1,1652196477921893000
","1321,'g',1,1652196477959410000
","1322,'r',0,1652196478087195000
","1323,'r',1,1652196478170430000
","1324,'a',0,1652196478196177000
","1325,'a',1,1652196478296694000
","1326,'m',0,1652196478420924000
","1327,'m',1,1652196478500635000
","1328,Key.enter,0,1652196478631335000
","1329,Key.enter,1,1652196478763014000
","1330,Key.shift,0,1652196508069859000
","1331,'S',0,1652196508377789000
","1332,Key.shift,1,1652196508507564000
","1333,'s',1,1652196508561556000
","1334,'t',0,1652196508570758000
","1335,'t',1,1652196508631647000
","1336,'o',0,1652196508985470000
","1337,'o',1,1652196509065464000
","1338,'p',0,1652196509130757000
","1339,'p',1,1652196509235772000
","1340,Key.space,0,1652196509349142000
","1341,Key.space,1,1652196509435652000
","1342,'h',0,1652196509822503000
","1343,'h',1,1652196509918678000
","1344,'t',0,1652196510083647000
","1345,'t',1,1652196510178595000
","1346,'e',0,1652196510295311000
","1347,'e',1,1652196510428815000
","1348,Key.backspace,0,1652196510757511000
","1349,Key.backspace,1,1652196510849480000
","1350,Key.backspace,0,1652196510921336000
","1351,Key.backspace,1,1652196511037696000
","1352,'a',0,1652196511147166000
","1353,'a',1,1652196511303641000
","1354,'t',0,1652196511412381000
","1355,'t',1,1652196511496527000
","1356,'e',0,1652196511582354000
","1357,'e',1,1652196511702496000
","1358,'.',0,1652196512156411000
","1359,'.',1,1652196512236782000
","1360,Key.space,0,1652196512335439000
","1361,Key.space,1,1652196512419138000
","1362,Key.shift,0,1652196512433226000
","1363,'E',0,1652196512586488000
","1364,'E',1,1652196512669496000
","1365,Key.shift,1,1652196512690435000
","1366,'v',0,1652196512794780000
","1367,'v',1,1652196512894892000
","1368,'e',0,1652196512909811000
","1369,'e',1,1652196513044618000
","1370,'y',0,1652196513348716000
","1371,'y',1,1652196513429596000
","1372,'o',0,1652196513550042000
","1373,'o',1,1652196513649927000
","1374,'n',0,1652196513756354000
","1375,'e',0,1652196513816175000
","1376,'n',1,1652196513878393000
","1377,'e',1,1652196513956840000
","1378,Key.space,0,1652196513994507000
","1379,Key.space,1,1652196514088523000
","1380,Key.backspace,0,1652196514602479000
","1381,Key.backspace,1,1652196514690769000
","1382,Key.backspace,0,1652196514778264000
","1383,Key.backspace,1,1652196514861509000
","1384,Key.backspace,0,1652196514936435000
","1385,Key.backspace,1,1652196515029399000
","1386,Key.backspace,0,1652196515103441000
","1387,Key.backspace,1,1652196515383594000
","1388,Key.backspace,0,1652196515482153000
","1389,Key.backspace,1,1652196515566472000
","1390,Key.backspace,0,1652196515668294000
","1391,Key.backspace,1,1652196515736323000
","1392,Key.backspace,0,1652196515820349000
","1393,Key.backspace,1,1652196515900451000
","1394,Key.backspace,0,1652196515986329000
","1395,Key.backspace,1,1652196516123387000
","1396,Key.shift,0,1652196516505482000
","1397,'W',0,1652196516685253000
","1398,Key.shift,1,1652196516780937000
","1399,'w',1,1652196516811688000
","1400,'i',0,1652196516822972000
","1401,'i',1,1652196516903545000
","1402,'l',0,1652196517013499000
","1403,'l',1,1652196517070406000
","1404,'l',0,1652196517121899000
","1405,'l',1,1652196517205690000
","1406,Key.space,0,1652196517248384000
","1407,Key.space,1,1652196517316556000
","1408,'s',0,1652196517332175000
","1409,'m',0,1652196517412039000
","1410,'s',1,1652196517453079000
","1411,'m',1,1652196517474265000
","1412,'i',0,1652196517607447000
","1413,'i',1,1652196517679008000
","1414,'t',0,1652196517869344000
","1415,'t',1,1652196517936785000
","1416,'h',0,1652196518021413000
","1417,'h',1,1652196518130030000
","1418,Key.space,0,1652196518193229000
","1419,Key.space,1,1652196518278334000
","1420,'n',0,1652196518935030000
","1421,'e',0,1652196518988649000
","1422,'n',1,1652196519003921000
","1423,'e',1,1652196519081401000
","1424,'e',0,1652196519163997000
","1425,'e',1,1652196519244389000
","1426,'d',0,1652196519332990000
","1427,'d',1,1652196519428519000
","1428,'e',0,1652196519528226000
","1429,'e',1,1652196519618227000
","1430,'d',0,1652196519720042000
","1431,Key.space,0,1652196519824243000
","1432,'d',1,1652196519843479000
","1433,Key.space,1,1652196519895097000
","1434,'t',0,1652196519984645000
","1435,'t',1,1652196520064228000
","1436,'o',0,1652196520234312000
","1437,'o',1,1652196520322426000
","1438,Key.space,0,1652196520390197000
","1439,Key.space,1,1652196520478689000
","1440,'c',0,1652196520730266000
","1441,'c',1,1652196520798273000
","1442,'o',0,1652196520986265000
","1443,'o',1,1652196521053641000
","1444,'n',0,1652196521197062000
","1445,'n',1,1652196521278957000
","1446,'t',0,1652196521372314000
","1447,'t',1,1652196521424602000
","1448,'r',0,1652196521584187000
","1449,'o',0,1652196521664042000
","1450,'r',1,1652196521724201000
","1451,'o',1,1652196521879526000
","1452,'l',0,1652196522117059000
","1453,'l',1,1652196522230330000
","1454,Key.space,0,1652196522370921000
","1455,Key.space,1,1652196522478263000
","1456,'h',0,1652196522845190000
","1457,'h',1,1652196522952178000
","1458,'i',0,1652196523072221000
","1459,'s',0,1652196523106846000
","1460,'i',1,1652196523179822000
","1461,'s',1,1652196523232089000
","1462,Key.space,0,1652196523271190000
","1463,'a',0,1652196523334787000
","1464,Key.space,1,1652196523344260000
","1465,'n',0,1652196523403137000
","1466,'a',1,1652196523450851000
","1467,'n',1,1652196523483694000
","1468,'g',0,1652196523585383000
","1469,'e',0,1652196523644818000
","1470,'g',1,1652196523657025000
","1471,'e',1,1652196523762687000
","1472,'r',0,1652196523796196000
","1473,'r',1,1652196523856489000
","1474,Key.space,0,1652196523907957000
","1475,Key.space,1,1652196523980173000
","1476,'b',0,1652196524045120000
","1477,'b',1,1652196524187769000
","1478,'e',0,1652196524194180000
","1479,'e',1,1652196524328191000
","1480,'t',0,1652196524339957000
","1481,'t',1,1652196524412640000
","1482,'t',0,1652196524501885000
","1483,'e',0,1652196524537529000
","1484,'t',1,1652196524579214000
","1485,'e',1,1652196524635411000
","1486,Key.space,0,1652196524849216000
","1487,Key.space,1,1652196524938347000
","1488,Key.backspace,0,1652196525028474000
","1489,Key.backspace,1,1652196525133578000
","1490,'r',0,1652196525428562000
","1491,'r',1,1652196525583256000
","1492,'.',0,1652196526055165000
","1493,'.',1,1652196526145425000
","1494,Key.cmd,0,1652196534069017000
","1495,Key.tab,0,1652196534260804000
","1496,Key.cmd,1,1652196534432396000
","1497,Key.tab,1,1652196534436858000
","1498,<0>,1,1652196534688511000
","1499,Key.ctrl,0,1652196535547393000
","1500,'c',0,1652196535903832000
"
