"EID,key,direction,time"
"1296,Key.shift,0,1654476844483726000
","1297,'C',0,1654476844683553000
","1298,Key.shift,1,1654476844731478000
","1299,'c',1,1654476844747469000
","1300,'o',0,1654476845243469000
","1301,'o',1,1654476845355503000
","1302,'a',0,1654476845395307000
","1303,'a',1,1654476845491596000
","1304,'c',0,1654476845627366000
","1305,'c',1,1654476845731460000
","1306,'h',0,1654476845795290000
","1307,'h',1,1654476845899521000
","1308,Key.space,0,1654476846011379000
","1309,Key.space,1,1654476846083503000
","1310,Key.shift,0,1654476846843458000
","1311,'C',0,1654476846987483000
","1312,Key.shift,1,1654476847035653000
","1313,'c',1,1654476847083455000
","1314,'a',0,1654476847186676000
","1315,'r',0,1654476847298960000
","1316,'a',1,1654476847306690000
","1317,'r',1,1654476847395238000
","1318,'t',0,1654476847515412000
","1319,'e',0,1654476847603300000
","1320,'t',1,1654476847628453000
","1321,'e',1,1654476847747352000
","1322,'r',0,1654476848563309000
","1323,'r',1,1654476848731278000
","1324,Key.space,0,1654476851842435000
","1325,Key.space,1,1654476851979073000
","1326,'i',0,1654476852195179000
","1327,'i',1,1654476852323079000
","1328,'s',0,1654476852339072000
","1329,'s',1,1654476852459151000
","1330,Key.space,0,1654476852522932000
","1331,Key.space,1,1654476852603139000
","1332,'t',0,1654476854954961000
","1333,'t',1,1654476855050761000
","1334,'o',0,1654476855146771000
","1335,'o',1,1654476855298932000
","1336,'u',0,1654476855410917000
","1337,'u',1,1654476855506899000
","1338,'g',0,1654476855522764000
","1339,'g',1,1654476855634997000
","1340,'h',0,1654476855658923000
","1341,'h',1,1654476855770997000
","1342,Key.space,0,1654476855898734000
","1343,Key.space,1,1654476855954717000
","1344,'l',0,1654476856466827000
","1345,'l',1,1654476856586856000
","1346,'o',0,1654476856666848000
","1347,'o',1,1654476856787039000
","1348,'v',0,1654476856787808000
","1349,'v',1,1654476856874891000
","1350,'e',0,1654476857010900000
","1351,'e',1,1654476857098834000
","1352,' ,',0,1654476857698824000
","1353,' ,',1,1654476857826867000
","1354,Key.space,0,1654476857850951000
","1355,Key.space,1,1654476857930761000
","1356,'b',0,1654476858058906000
","1357,'b',1,1654476858178787000
","1358,'u',0,1654476858394881000
","1359,'t',0,1654476858498757000
","1360,'u',1,1654476858506209000
","1361,'t',1,1654476858602585000
","1362,Key.space,0,1654476858618679000
","1363,Key.space,1,1654476858722813000
","1364,'i',0,1654476859218714000
","1365,'i',1,1654476859306700000
","1366,'s',0,1654476859370699000
","1367,'s',1,1654476859466694000
","1368,'n',0,1654476859546582000
","1369,'n',1,1654476859618752000
","1370, ""' "",0,1654476860242710000
","1371, ""' "",1,1654476860346706000
","1372,'t',0,1654476860426716000
","1373,'t',1,1654476860530652000
","1374,Key.space,0,1654476860610613000
","1375,Key.space,1,1654476860738547000
","1376,'a',0,1654476861083010000
","1377,'a',1,1654476861226677000
","1378,'l',0,1654476861234357000
","1379,'l',1,1654476861322597000
","1380,'l',0,1654476861386657000
","1381,'l',1,1654476861506571000
","1382,Key.space,0,1654476861594524000
","1383,'t',0,1654476861706553000
","1384,Key.space,1,1654476861714002000
","1385,'o',0,1654476861818712000
","1386,'t',1,1654476861819421000
","1387,'o',1,1654476861922717000
","1388,'u',0,1654476862082558000
","1389,'u',1,1654476862178560000
","1390,'g',0,1654476862210602000
","1391,'g',1,1654476862298534000
","1392,'h',0,1654476862314385000
","1393,'h',1,1654476862402374000
","1394,Key.space,0,1654476862562621000
","1395,Key.space,1,1654476862666504000
","1396,'l',0,1654476863482473000
","1397,'l',1,1654476863594451000
","1398,'o',0,1654476863698496000
","1399,'o',1,1654476863818624000
","1400,'v',0,1654476863826468000
","1401,'v',1,1654476863914470000
","1402,'e',0,1654476864082466000
","1403,'e',1,1654476864210507000
","1404,Key.space,0,1654476864506386000
","1405,Key.space,1,1654476864634229000
","1406,'m',0,1654476868938197000
","1407,'e',0,1654476869042463000
","1408,'m',1,1654476869043214000
","1409,'e',1,1654476869122237000
","1410,'a',0,1654476869290146000
","1411,'a',1,1654476869458130000
","1412,'n',0,1654476869490181000
","1413,'n',1,1654476869570214000
","1414,'t',0,1654476869682137000
","1415,'t',1,1654476869794074000
","1416,Key.space,0,1654476869810056000
","1417,Key.space,1,1654476869906078000
","1418,'w',0,1654476870322087000
","1419,'w',1,1654476870442074000
","1420,'i',0,1654476870562173000
","1421,'i',1,1654476870658127000
","1422,'t',0,1654476870706071000
","1423,'t',1,1654476870810190000
","1424,'h',0,1654476870817796000
","1425,'h',1,1654476870897897000
","1426,Key.space,0,1654476870986105000
","1427,Key.space,1,1654476871106085000
","1428,'p',0,1654476871354033000
","1429,'p',1,1654476871474154000
","1430,'e',0,1654476871489980000
","1431,'e',1,1654476871570100000
","1432,'a',0,1654476871810086000
","1433,'a',1,1654476871945993000
","1434,'c',0,1654476872057992000
","1435,'c',1,1654476872162062000
","1436,'e',0,1654476872561957000
","1437,'e',1,1654476872705942000
","1438,'f',0,1654476872794046000
","1439,'f',1,1654476872897776000
","1440,'u',0,1654476872922016000
","1441,'u',1,1654476873010014000
","1442,'l',0,1654476873162019000
","1443,'l',1,1654476873265935000
","1444,Key.space,0,1654476874057940000
","1445,Key.space,1,1654476874185909000
","1446,'i',0,1654476874369937000
","1447,'i',1,1654476874497122000
","1448,'n',0,1654476874593852000
","1449,'n',1,1654476874681341000
","1450,'t',0,1654476874713145000
","1451,'t',1,1654476874801185000
","1452,'e',0,1654476874961919000
","1453,'e',1,1654476875081819000
","1454,'n',0,1654476875089507000
","1455,'n',1,1654476875177797000
","1456,'t',0,1654476875305824000
","1457,'t',1,1654476875394206000
","1458,'i',0,1654476875497725000
","1459,'i',1,1654476875593850000
","1460,'o',0,1654476875665793000
","1461,'o',1,1654476875761854000
","1462,'n',0,1654476875865795000
","1463,'n',1,1654476875953808000
","1464,'s',0,1654476876009860000
","1465,'s',1,1654476876113749000
","1466,Key.shift_r,0,1654476876513878000
","1467,Key.shift_r,1,1654476876969967000
","1468,Key.shift_r,0,1654476877833679000
","1469,'?',0,1654476878145803000
","1470,Key.shift_r,1,1654476878305764000
","1471,'/',1,1654476878321591000
","1472,Key.cmd,0,1654476883704950000
","1473,Key.tab,0,1654476883834283000
","1474,Key.cmd,1,1654476884025410000
","1475,Key.tab,1,1654476884066901000
","1476,Key.ctrl,0,1654476885865169000
","1477,'c',0,1654476886185300000
"
