"EID,key,direction,time"
"654,'m',0,1655764252708492000
","655,'m',1,1655764252895476000
","656,'r',0,1655764252999527000
","657,'r',1,1655764253143464000
","658,Key.space,0,1655764253207504000
","659,Key.space,1,1655764253414868000
","660,'b',0,1655764255863354000
","661,'b',1,1655764255975175000
","662,'i',0,1655764256015459000
","663,'d',0,1655764256111408000
","664,'i',1,1655764256134983000
","665,'d',1,1655764256207368000
","666,'e',0,1655764256303613000
","667,'e',1,1655764256407416000
","668,'n',0,1655764256471273000
","669,'n',1,1655764256591349000
","670,Key.space,0,1655764256791310000
","671,Key.space,1,1655764256887293000
","672,'l',0,1655764257511316000
","673,'l',1,1655764257599368000
","674,'o',0,1655764257703303000
","675,'o',1,1655764257759281000
","676,'o',0,1655764257855302000
","677,'o',1,1655764257991367000
","678,Key.backspace,0,1655764259095228000
","679,Key.backspace,1,1655764259159123000
","680,Key.backspace,0,1655764259255217000
","681,Key.backspace,1,1655764259327211000
","682,Key.backspace,0,1655764259359272000
","683,Key.backspace,1,1655764259447190000
","684,Key.backspace,0,1655764259583261000
","685,Key.backspace,1,1655764259655186000
","686,Key.space,0,1655764260839174000
","687,Key.space,1,1655764260966996000
","688,'l',0,1655764292694037000
","689,'l',1,1655764292781643000
","690,'o',0,1655764292869772000
","691,'o',1,1655764292925843000
","692,'o',0,1655764292997709000
","693,'k',0,1655764293061759000
","694,'o',1,1655764293117805000
","695,'k',1,1655764293173773000
","696,'i',0,1655764293237774000
","697,'n',0,1655764293333813000
","698,'i',1,1655764293349037000
","699,'g',0,1655764293413954000
","700,'n',1,1655764293414710000
","701,'g',1,1655764293485790000
","702,Key.space,0,1655764293517902000
","703,Key.space,1,1655764293621699000
","704,'k',0,1655764294325385000
","705,'k',1,1655764294422426000
","706,'i',0,1655764294557653000
","707,'n',0,1655764294598580000
","708,'i',1,1655764294628905000
","709,'d',0,1655764294669752000
","710,'n',1,1655764294717651000
","711,'d',1,1655764294749686000
","712,'a',0,1655764294829680000
","713,Key.space,0,1655764294925716000
","714,'a',1,1655764294941013000
","715,Key.space,1,1655764294989700000
","716,'o',0,1655764295077686000
","717,'o',1,1655764295141639000
","718,'l',0,1655764295229712000
","719,'d',0,1655764295285662000
","720,'l',1,1655764295309227000
","721,'d',1,1655764295373723000
","722,Key.space,0,1655764295405748000
","723,'a',0,1655764295509170000
","724,Key.space,1,1655764295516961000
","725,'s',0,1655764295573767000
","726,'a',1,1655764295606539000
","727,'s',1,1655764295677740000
","728,Key.space,0,1655764295678567000
","729,Key.space,1,1655764295766304000
","730,'f',0,1655764295837255000
","731,'u',0,1655764295901798000
","732,'f',1,1655764295916915000
","733,'u',1,1655764295981262000
","734,'c',0,1655764296062651000
","735,'k',0,1655764296141650000
","736,'c',1,1655764296149210000
","737,'k',1,1655764296213553000
","738,'.',0,1655764297821608000
","739,'.',1,1655764297909542000
","740,Key.ctrl,0,1655764302388945000
","741,Key.ctrl,1,1655764302637466000
","742,Key.ctrl,0,1655764303181404000
","743,'c',0,1655764303453447000
"
